Time (ms),Spikeling Vm (mV),Stimulus (%),Total Current Input (a.u.),Synapse 1 Vm (mV),Synapse 1 Input (a.u.),Synapse 2 Vm (mV),Synapse 2 Input (a.u.),Trigger
29.3,-63.58851305,10,13,-65,0,-65,0,0
29.4,-63.21062175,10,9,-65,0,-65,0,0
29.5,-63.23431783,10,7,-65,0,-65,0,0
29.6,-63.45674615,10,12,-65,0,-65,0,0
29.7,-63.17653247,10,8,-65,0,-65,0,0
29.8,-63.2970255,10,11,-65,0,-65,0,0
29.9,-63.11568179,10,10,-65,0,-65,0,0
30,-63.0342458,10,11,-65,0,-65,0,0
30.1,-62.85207286,10,11,-65,0,-65,0,0
30.2,-62.66944375,10,12,-65,0,-65,0,0
30.3,-62.38610311,10,9,-65,0,-65,0,0
30.4,-62.40174643,10,8,-65,0,-65,0,0
30.5,-62.51632556,10,13,-65,0,-65,0,0
30.6,-62.12986236,10,9,-65,0,-65,0,0
30.7,-62.14178994,10,11,-65,0,-65,0,0
30.8,-61.95269165,10,11,-65,0,-65,0,0
30.9,-61.76185749,10,10,-65,0,-65,0,0
31,-61.6690009,10,7,-65,0,-65,0,0
31.1,-61.87452609,10,11,-65,0,-65,0,0
31.2,-61.68020708,10,8,-65,0,-65,0,0
31.3,-61.78373301,10,12,-65,0,-65,0,0
31.4,-61.48686124,10,10,-65,0,-65,0,0
31.5,-61.386916,10,8,-65,0,-65,0,0
31.6,-61.48510693,10,11,-65,0,-65,0,0
31.7,-61.28311796,10,9,-65,0,-65,0,0
31.8,-61.27832022,10,12,-65,0,-65,0,0
31.9,-60.9724723,10,11,-65,0,-65,0,0
32,-60.76227188,10,12,-65,0,-65,0,0
32.1,-60.44834727,10,13,-65,0,-65,0,0
32.2,-60.0287001,10,7,-65,0,-65,0,0
32.3,-60.20051523,10,10,-65,0,-65,0,0
32.4,-60.07465861,10,10,-65,0,-65,0,0
32.5,-59.94547982,10,10,-65,0,-65,0,0
32.6,-59.81279135,10,10,-65,0,-65,0,0
32.7,-59.67639146,10,7,-65,0,-65,0,0
32.8,-59.83606285,10,9,-65,0,-65,0,0
32.9,-59.79831249,10,10,-65,0,-65,0,0
33,-59.6588287,10,8,-65,0,-65,0,0
33.1,-59.71533659,10,8,-65,0,-65,0,0
33.2,-59.77219988,10,13,-65,0,-65,0,0
33.3,-59.32940035,10,8,-65,0,-65,0,0
33.4,-59.37525648,10,13,-65,0,-65,0,0
33.5,-58.92137018,10,11,-65,0,-65,0,0
33.6,-58.65443642,10,8,-65,0,-65,0,0
33.7,-58.67871082,10,9,-65,0,-65,0,0
33.8,-58.60286565,10,10,-65,0,-65,0,0
33.9,-58.42381962,10,11,-65,0,-65,0,0
34,-58.13821286,10,13,-65,0,-65,0,0
34.1,-57.6421291,10,13,-65,0,-65,0,0
34.2,-57.12693474,0,3,-65,0,-65,0,0
34.3,-57.58986321,0,0,-65,0,-65,0,0
34.4,-58.37102282,0,-1,-65,0,-65,0,0
34.5,-59.27958636,0,2,-65,0,-65,0,0
34.6,-59.91398475,0,3,-65,0,-65,0,0
34.7,-60.46221918,0,2,-65,0,-65,0,0
34.8,-61.11967484,0,3,-65,0,-65,0,0
34.9,-61.6851766,0,0,-65,0,-65,0,0
35,-62.55468015,0,0,-65,0,-65,0,0
